"About the data: Exported on Dec 17, 2020. Criteria: Text - '""nuclear deterrence"" OR ""military deterrence"" OR ""conventional deterrence"" OR ""hybrid deterrence"" OR ""cyber deterrence"" OR cyberdeterrence' in title and abstract. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1091765240,10.21236/ada385984,Strategic Personality and the Effectiveness of Nuclear Deterrence,"Changes in the international system since the end of the Cold War has necessitated the reevaluation of the theoretical assumptions that have underlay nuclear deterrence strategies for the past half-century. In light of the emergence of new nuclear-armed states and the breakdown of the bipolar balance-of-power, the old one-size-fits-all deterrence approaches may not reflect the realities of the new security environment. This study suggests how Strategic Personality Typing can provide useful insights into how to approach the problem of forging more effective and supple deterrence strategies in the future. It includes a series of historical case studies to illustrate the kinds of insights the Strategic Personality methodology can provide.",,2000,,,,"Ziemke, Caroline F.; Loustaunau, Philippe; Alrich, Amy",,,https://app.dimensions.ai/details/publication/pub.1091765240,0,
pub.1006541032,10.1080/09592310008423275,Ten reasons why nuclear deterrence could fail: The case for reassessing US nuclear policies and plans,,Small Wars and Insurgencies,2000,11,2,29-37,"Weinstein, John M.",,,https://app.dimensions.ai/details/publication/pub.1006541032,0,
pub.1003630067,10.2307/2585904,"The Past and Future of Nuclear Deterrence. By Stephen J. Cimbala. Westport, CT, and London: Praeger, 1998. 235p. $55.00.",,American Political Science Review,2000,94,3,762-762,"Domin, Gregory Paul",Mercer University,United States,https://app.dimensions.ai/details/publication/pub.1003630067,0,
pub.1107163206,10.18356/5cb700c3-en,"UNODA Occasional Papers No.3: Symposium on Nuclear Doctrines, December 1999","The Department for Disarmament Affairs, renamed United Nations Office for Disarmament Affairs in 2007 (UNODA) Occasional Papers is a series of ad hoc publications presenting, in edited form, papers or statements made at meetings, symposiums, seminars, workshops or lectures that deal with topical issues in the field of arms limitation, disarmament and international security. They are intended primarily for those concerned with these matters in Government, civil society and in the academic community. There is a growing concern in the international community about the continued reliance by the most powerful military States on nuclear weapons of inconceivable mass destructive capacity. This publication presents the opinions of four distinguished experts as they try to shed some light on the real effectiveness of nuclear deterrence. They discuss the nuclear doctrines of India, the non-aligned, Russia and NATO.",United Nations Office of Disarmament Affairs (UNODA) Occasional Papers,2000,,,,"Marín-Bosch, Miguel; Kapur, Ashok; Sokov, Nikolai; Szabo, Stephen F.",,,https://app.dimensions.ai/details/publication/pub.1107163206,0,
pub.1028819926,10.1080/01495930008403210,Conventional deterrence,"Studies of conventional deterrence, although differing in methodology and underlying assumptions, have yielded three key findings: Many potential adversaries are, at least at times, undeterrable; in dealing with adversaries that are deterrable, it is important to deny them the expectation of a quick military victory and political fait accompli; and, if deterrence fails and aggression occurs, threats to use conventional military force to impose suffering and destruction are less likely to compel the aggressor to capitulate than are threats to defeat its military forces and to deny it its politicomilitary objectives. This article examines these conclusions and their policy implications and argues that conventional deterrence is unlikely to yield a stable stalemate or to offer American policymakers much of a panacea, and that in the long run conventional deterrence and conventional war are likely to be closely linked.",Comparative Strategy,2000,19,3,221-253,"Rhodes, Edward",,,https://app.dimensions.ai/details/publication/pub.1028819926,4,"[Goldman, Emily O.]|[]|Security Studies|1994|4|1|40-85|10.1080/09636419409347575|pub.1002764008|6;[Goldman, Emily O.; Andres, Richard B.]|[ur.015051467336.28; ]|Security Studies|1999|8|4|79-125|10.1080/09636419908429387|pub.1005752008|20;[Zisk, Kimberly Marten]|[ur.014213755111.95]||1993||||10.1515/9781400820931|pub.1005780259|40;[Maoz, Zeev]|[ur.07510606515.05]|Journal of Conflict Resolution|1983|27|2|195-229|10.1177/0022002783027002001|pub.1012863541|78;[Levy, Jack S.]|[]|International Organization|1994|48|2|279-312|10.1017/s0020818300028198|pub.1019514945|285;[Wirtz, James J.]|[]|Security Studies|1993|3|1|117-151|10.1080/09636419309347540|pub.1026144734|3;[Watts, Barry D.]|[]|Security Studies|1997|7|2|115-171|10.1080/09636419708429344|pub.1030141831|20;[Goldman, Emily O.]|[ur.015051467336.28]|Journal of Strategic Studies|1997|20|2|41-74|10.1080/01402399708437678|pub.1032863719|3;[Pape, Robert A.]|[]|Security Studies|1997|7|2|93-114|10.1080/09636419708429343|pub.1034551778|16;[Russett, Bruce M.]|[ur.01244123154.27]|Journal of Peace Research|1967|4|2|89-105|10.1177/002234336700400201|pub.1038984842|34;[Huth, Paul; Russett, Bruce]|[ur.016301126663.22; ur.01244123154.27]|World Politics|1984|36|4|496-526|10.2307/2010184|pub.1040631394|205;[Allan, Charles T.]|[]|The Washington Quarterly|1994|17|3|203-233|10.1080/01636609409443417|pub.1045357315|10;[Harknett, Richard J.]|[]|Security Studies|1994|4|1|86-114|10.1080/09636419409347576|pub.1047808222|10;[Burrows, Simon]|[]|The International History Review|1996|18|4|793-818|10.1080/07075332.1996.9640763|pub.1047808791|2;[Warden, John A.]|[]|Security Studies|1997|7|2|172-190|10.1080/09636419708429345|pub.1048064120|15;[Jervis, Robert]|[]|World Politics|1978|30|2|167-214|10.2307/2009958|pub.1051767591|949;[Orme, John]|[]|International Security|1987|11|4|96|10.2307/2538838|pub.1069980492|18;[Rosen, Stephen Peter]|[]|International Security|1988|13|1|134|10.2307/2538898|pub.1069980539|32;[Levy, Jack S.]|[]|Political Psychology|1992|13|2|283|10.2307/3791682|pub.1070452013|134;[Freedman, Lawrence; Gamba-Stonehouse, Virginia]|[; ur.016600435577.02]||1991||||10.1515/9781400861583|pub.1096908467|32"
pub.1021704046,10.1080/10163270009463981,The North Korean Missiles: A Military Threat or a Survival Kit?,"North Korea has acquired weapons of mass destruction and missiles to deliver them, but has not been able to modernize its armed forces and its conventional warfare capability has deteriorated. Not simply a scheme to gain international aid and hard cash, the missile program has thus come to assume a strategic position for Pyongyang. This article outlines the history of the missile program, takes a look at missile capabilities, and discusses implications such as the threat perceived by Japan and the United States, sales to the Middle East and South Ask, and their value as a shield against outside pressure. Above all, they help ensure the survival of the Pyongyang regime. The article goes on to detail American policy responses including TMD, conventional deterrence including preemptive strikes (not appropriate for the Korean situation), the MTCR, and the negotiation track. For South Korea, the author suggests a combination of deterrence through enhanced missile capability of its own and continued engagement policy. North Korea is consistent with its pattern of flexing military muscle then demanding a price. So long as this keeps working, Pyongyang is unlikely to dismantle its missile program. The only possible trade-off might be the combination of US forces withdrawal and South Korea's gradual political submission—too high a price. North Korea thus will not relinquish its leverage—barring a major change domestically that could possibly call for a broader peace dividend, but that may not be possible without a genuine reconciliation based on peaceful coexistence.",Korean Journal of Defense Analysis,2000,12,1,131-154,"Lee, Jung-Hoon; Cho, II Hyun",,,https://app.dimensions.ai/details/publication/pub.1021704046,2,"[Cambone, Stephen A.]|[ur.011157753015.85]|Survival|1997|39|3|66-84|10.1080/00396339708442927|pub.1026831503|9;[Bracken, Paul]|[]|Orbis|1995|39|1|55-64|10.1016/0030-4387(95)90053-5|pub.1046382084|6;[Harding, Harry]|[]|Asia-Pacific Review|1999|6|1|7-24|10.1080/13439009908720002|pub.1050883643|2;[Walt, Stephen M.]|[ur.011212666051.94]|World Politics|1992|44|3|321-368|10.2307/2010542|pub.1053127298|50;[Gambhir, Senjiv S.]|[ur.0616337446.39]||1999||||10.21236/ada385898|pub.1091782492|1"
pub.1091589918,10.21236/ada377588,A Case for a Comprehensive WMD Deterrence Strategy,"The WMD threat continues to increase despite worldwide efforts to restrain WMD proliferation. As a result, preventing WMD employment must become an international priority. A blueprint for this strategy is available in the form of traditional nuclear deterrence tenets. In order to deter WMD attack, the US must be able to survive a first strike, retain the capability for overwhelming retaliation, cultivate national will, and maintain irrefutable credibility. With nuclear deterrence theory as a benchmark, this paper focuses on bolstering US credibility by identifying inconsistent areas within current US strategy and offering recommendations. Critical areas include highlighting US engagement and communication as key steps to effective worldwide WMD deterrence; appropriately demonstrating US national will to potential WMD users; and communicating a flexible targeting strategy that holds at risk an adversary's valued elements. A coherent WMD deterrence strategy's goal is complete prevention of WMD use. However, failure must be anticipated and resulting actions should prevent future WMD attacks and contribute to US credibility while strengthening the deterrent strategy. With absolute credibility the US will be able to continue to exert international leadership in an increasingly hazardous future.",,2000,,,,"Jurewicz, Don",,,https://app.dimensions.ai/details/publication/pub.1091589918,0,
pub.1024070105,10.1080/713658718,"Containing Shiva? India, non-proliferation, and the Comprehensive Test Ban Treaty","This article examines the Indian nuclear tests of May 1998 and accounts for the events by locating them at the centre of a dynamic interaction between domestic and international change. Since the late 1980s, a change in Indian domestic opinion towards the utility of nuclear weapons occurred against a serious hiatus in the emergent international regime established to prevent horizontal nuclear proliferation. The rise of the Bharatiya Janata Party (BJP) and their assertion of a more realist version of power, premised on the symbolic power of nuclear weapons, made it vital for India to claim the right for a limited nuclear deterrence before international opinion hardened around US President Bill Clinton's sponsored Comprehensive Test Ban Treaty (CTBT). Though the BJP lay claim to previously established Indian critiques of the Nuclear Proliferation Treaty (NPT) and the CTBT, they sought to take advantage of the deliberate hypocrisy between nuclear arms control and arms reduction in a way distinct from both Congress and former United Front governments. They sought not to further disarmament, but to create the context in which they could weaponise with impunity. The article believes that the only way the BJP's growing affinity with nuclear weapons can be undermined is for the current nuclear weapon states to, ironically, take seriously earlier Indian thinking on the need to address the global elimination of nuclear weapons.",Contemporary South Asia,2000,9,1,25-39,"Hewitt, Vernon",,,https://app.dimensions.ai/details/publication/pub.1024070105,1,"[Singh, Jaswant]|[]||1999||||10.1007/978-1-349-27191-7|pub.1022763894|27;[Kamath, P.M.]|[]|Strategic Analysis|1999|22|12|1933-1953|10.1080/09700169908458932|pub.1048513477|3;[Walker, William]|[]|International Affairs|1998|74|3|505-528|10.1111/1468-2346.00031|pub.1049222429|13"
pub.1013306505,10.1080/09592290008406146,Britain's power and influence: Dealing with three roles and the Wilson government's defence debate at Chequers in November 1964,"Prior to the advent of the Wilson government, there existed a large number of official memoranda and reports on Britain's power and influence in the world. Central to Whitehall's concern was the discovery of some means of reducing the cost of maintaining Britain's three main strategic roles ‐ nuclear deterrence, the defence of western Europe and East of Suez. It was clear that Britain should not, and could not, maintain these three roles indefinitely, a view which was shared by Labour ministers at the Chequers meeting. This article examines the evolution of Whitehall's thinking on Britain's long‐term world role during the period before and after Labour came into power in October 1964, and concludes that British ministers and officials began to consider Britain's eventual disengagement from bases East of Suez, a disengagement which was finally announced by the Wilson government in July 1967.",Diplomacy and Statecraft,2000,11,1,211-240,"Dockrill, Saki",,,https://app.dimensions.ai/details/publication/pub.1013306505,3,"[Heuser, Beatrice]|[ur.013771636031.32]||1997||||10.1057/9780230377622|pub.1013514951|32;[Tratt, Jacqueline]|[]||1996||||10.1057/9780230377714|pub.1013848730|12;[Melissen, Jan]|[]|Diplomacy and Statecraft|1996|7|3|652-687|10.1080/09592299608406020|pub.1016963964|5;[Steininger, Rolf]|[]|Diplomacy and Statecraft|1997|8|3|237-285|10.1080/09592299708406065|pub.1026752948|3;[Baylis, John]|[]||1989||||10.1007/978-1-349-19823-8|pub.1034836486|17;[Stromseth, Jane E.]|[]||1988||||10.1007/978-1-349-08518-7|pub.1036905155|49;[Dockrill, Saki]|[ur.010376621631.42]|Journal of Strategic Studies|1997|20|3|45-70|10.1080/01402399708437687|pub.1042608921|4;[Straw, Sean; Young, John W.]|[; ]|Journal of Strategic Studies|1997|20|4|18-44|10.1080/01402399708437697|pub.1044553747|5;[Nuti, Leopoldo]|[ur.012626724063.18]|Diplomacy and Statecraft|1993|4|1|114-148|10.1080/09592299308405876|pub.1046977935|9;[YOUNG, JOHN W.]|[]|Review of International Studies|1998|24|4|545-562|10.1017/s0260210598005452|pub.1053755882|9;[Dumbrell, John]|[ur.014645373050.30]|Journal of American Studies|1996|30|2|211-231|10.1017/s0021875800027055|pub.1054086271|17;[Kent, John; Young, John W.]|[; ]|Securing Peace in Europe, 1945–62|1992|||41-61|10.1007/978-1-349-21810-3_3|pub.1084919466|4;[Haftendorn, Helga]|[]||1996||||10.1093/acprof:oso/9780198280033.001.0001|pub.1098721034|30;[Navias, Martin S.]|[ur.012377044574.41]||1991||||10.1093/acprof:oso/9780198277545.001.0001|pub.1098741026|31;[Baylis, John]|[]||1995||||10.1093/acprof:oso/9780198280125.001.0001|pub.1098743460|53"
pub.1051120094,10.1080/01495930008403195,Dealerting proposals for strategic nuclear forces: A critical analysis,"Proposals for dealerting U.S. strategic nuclear forces would impose structural or procedural constraints that hypothetically would impede nuclear weapons from being delivered. The dealerters’ rationale is that, by removing strategic systems from an alleged “hair‐trigger” posture, these measures would reduce the risks of catastrophic accidents and would give U.S. and Russian political authorities more time to make critical decisions during crises. Largely the product of U.S. arms‐control advocates, dealerting proposals seek a radical “quick fix” to the evolutionary START process and represent a dangerous “back door” to nuclear disarmament. As this article demonstrates, dealerting schemes are risky formulas for undermining a prudent U.S. deterrent posture that emphasizes, above all, the safety and security of its nuclear forces. The article focuses on the deleterious potential impact of these proposals on the Trident nuclear‐powered ballistic‐missile submarine force that is shouldering an increasing burden of U.S. nuclear‐deterrence requirements.",Comparative Strategy,2000,19,1,1-34,"Rudney, Robert; Stanley, Willis",,,https://app.dimensions.ai/details/publication/pub.1051120094,0,"[Payne, Keith B.]|[]|Comparative Strategy|1998|17|3|227-277|10.1080/01495939808403145|pub.1038068151|2;[Blair, Bruce G.]|[]|The Brookings Review|1995|13|3|28|10.2307/20080577|pub.1102604059|4;[Cohen, William S]|[]||2000||||10.21236/ada373908|pub.1126178364|2"
pub.1129963524,10.21236/ada421955,"Short of War: Major USAF Contingency Operations, 1947-1997","Since the fall of the Berlin Wall, a series of geographically localized crises caused by political, religious, or ethnic unrest; outright military aggression; and natural disasters has replaced the relative stability that characterized international relations for more than fifty years of the Cold War. For the United States Air Force (USAF), this has meant short-notice deployments, airlifts, and other operational missions conducted in reaction to local crises. Such missions-once of secondary importance to nuclear deterrence or preparations for theater war-have come to dominate Air Force operations. The result has been recognition that global aerospace power and mobility are central to effective American crisis intervention in the post-Cold War world. This recognition has led the U.S. Air Force to restructure itself as an Expeditionary Aerospace Force, exploiting diverse core competencies consisting of global air and space superiority, rapid global mobility, precision engagement, global attack, information superiority, and agile combat support. Via rapid-response air expeditionary forces, the U.S. Air Force can furnish global power and presence for humanitarian or combat purposes-bombs or bread or both-in hours to any spot on Earth. A traditional precept of USAF doctrine has been that the service must always be prepared to assess its roles and missions in light of new and ever-changing national policy and strategy. Recognizing that doctrine is largely a distillation of knowledge gained from historical experience, the Air Force Historical Research Agency has compiled this record of USAF contingency operations covering the last half-century.",,2000,,,,"Warnock, A T",,,https://app.dimensions.ai/details/publication/pub.1129963524,5,
pub.1023071801,10.1007/978-1-4615-4277-3_18,Security and Sustainability,"Three decades ago, leading national security strategists developed an historic planning document, NSC 68. An aggressive communist Soviet Union and its neighbors presented the main danger to our vital national interests, and, the U.S. believed, to our survival. NSC 68 proposed a sweeping strategy “… to check and roll back the Kremlin’s drive for world domination.” Following George Kennan’s historic “Mr. X” memo proposing containment of the USSR, and the Marshall Plan and Truman Doctrine, NSC 68 organized U.S. foreign policy for a generation. The document structured policies of nuclear deterrence and political, economic, and ideological competition in the pursuit of containment. The intensifying East-West rivalry influenced virtually all our foreign policy choices.",Innovations in Science Education and Technology,2000,7,,253-268,"Schneider, Michael",Syracuse University,United States,https://app.dimensions.ai/details/publication/pub.1023071801,0,
pub.1023960461,10.1080/09700169908455122,Indian national security policy: Minimal nuclear deterrence,,Strategic Analysis,1999,23,8,1257-1274,"Kamath, P.M.",,,https://app.dimensions.ai/details/publication/pub.1023960461,1,"[Norbu, Dawa]|[ur.013033041035.34]|Asian Survey|1997|37|11|1078-1095|10.2307/2645742|pub.1005747737|15;[Kamath, P.M.]|[]|Strategic Analysis|1999|23|5|749-762|10.1080/09700169908455081|pub.1030178979|3;[Kamath, P.M.]|[]|Strategic Analysis|1999|22|12|1933-1953|10.1080/09700169908458932|pub.1048513477|3;[Norbu, Dawa]|[ur.013033041035.34]|Asian Survey|1997|37|11|1078-1095|10.1525/as.1997.37.11.01p0297c|pub.1067665973|3"
pub.1011057248,10.1080/750459617,South African diplomacy and security complex theory,"South African diplomacy went through four broad phases in the period from 1990 to early 1999, and their identification is the starting point for an examination of the role of the 'new' South Africa's foreign policy. Earliest signs of a new foreign policy were the negotiated settlement of the Namibian dispute in the late 1980s and the termination of South Africa's nuclear deterrence programme which opened up the prospect of closer collaboration in Africa and admission to global efforts to stem proliferation. The rapid pace of change meant that, by the time the Government of National Unity assumed power in 1994, some of the African National Council's foreign policy and diplomatic initiatives have been overtaken. After 1994 the priority shifted to Africa, the southern hemisphere and the Non-Aligned Movement, and to universal moral and humanitarian issues. The author reviews the consistency of policy in subsequent years, South African initiatives on Nigeria, Libya and Lesotho, and the adoption of a new set of priorities in the early part of 1999.",The Round Table,1999,88,352,585-620,"Muller, Marie",,,https://app.dimensions.ai/details/publication/pub.1011057248,1,
pub.1028435043,10.1080/10736709908436761,An impossible game: Stable nuclear deterrence after the Indian and Pakistani tests,,The Nonproliferation Review,1999,6,3,11-24,"Carranza, Mario E.",,,https://app.dimensions.ai/details/publication/pub.1028435043,5,"[Morgan, M. Granger; Subrahmanyam, K.; Sundarji, K.; White, Robert M.]|[; ; ur.014002373625.14; ]|The Washington Quarterly|1995|18|2|155-179|10.1080/01636609509550152|pub.1011397809|3;[Poulose, T. T.]|[]|The Nonproliferation Review|1998|6|1|77-84|10.1080/10736709808436737|pub.1013727386|3;[Heisbourg, F.]|[]|Survival|1998|40|4|77-92|10.1093/survival/40.4.77|pub.1017441923|7;[Lavoy, Peter R.]|[]|Security Studies|1995|4|4|695-753|10.1080/09636419509347601|pub.1017986629|29;[Nathan, Andrew J.]|[]|The Washington Quarterly|1997|20|2|132-151|10.1080/01636609709550245|pub.1021583212|5;[Ayoob, Mohammed]|[]|Orbis|1999|43|1|59-74|10.1016/s0030-4387(99)80057-x|pub.1028243824|5;[Chellaney, B.]|[ur.014735757463.30]|Survival|1998|40|4|93-111|10.1093/survival/40.4.93|pub.1029350534|10;[Sagan, Scott D.]|[]|Security Studies|1995|4|4|805-810|10.1080/09636419509347608|pub.1034184205|3;[DIXIT, AABHA]|[ur.015463732277.86]|Security Dialogue|1995|26|2|191-203|10.1177/0967010695026002008|pub.1044678520|2;[Kampani, Gaurav]|[ur.011035120705.26]|The Nonproliferation Review|1998|6|1|12-24|10.1080/10736709808436732|pub.1045445966|11;[Blight, James G.; Welch, David A.]|[; ]|Security Studies|1995|4|4|811-850|10.1080/09636419509347609|pub.1053360617|10;[Carranza, Mario E.]|[]|Asian Survey|1996|36|6|561-573|10.1525/as.1996.36.6.01p0140t|pub.1067665903|3;[Feaver, Peter D.]|[]|International Security|1992|17|3|160|10.2307/2539133|pub.1069980713|40;[Hagerty, Devin T.]|[ur.015325544015.21]|International Security|1995|20|3|79|10.2307/2539140|pub.1069980718|41;[Sagan, Scott D.]|[]|International Security|1994|18|4|66|10.2307/2539178|pub.1069980745|79;[Perkovich, George]|[]|Foreign Policy|1993||91|85|10.2307/1149061|pub.1102458618|22"
pub.1090793927,10.1177/097492849905500302,Politico-Economic Ramifications Of Nuclear Deterrence in South Asia,,India Quarterly A Journal of International Affairs,1999,55,3-4,17-42,"PRAKASH, SHRI",National Islamic University,India,https://app.dimensions.ai/details/publication/pub.1090793927,0,
pub.1063730839,10.1177/0095327x9902500407,Accidental/Inadvertent Nuclear War and Information Warfare,"Because of military professional enthusiasm for a post-nuclear world dominated by high technology, conventional weapons may be misplaced. Nuclear deterrence remains highly relevant to the new world order because of residual great power nuclear arsenals and nuclear proliferation. In addition, the possible combination of information warfare and a failure of nuclear deterrence is one troublesome aspect of the future technology and policy environment. Stable nuclear deterrence depends upon an environment of mutual confidence and accurate information exchange between potential adversaries, especially during crises. Information warfare is intended to corrupt the information environment of potential-opponents before a war begins or during it. Infowarriors could increase the likelihood of accidental/inadvertent nuclear war or escalation.",Armed Forces & Society,1999,25,4,653-675,"Cimbala, Stephen J.",,,https://app.dimensions.ai/details/publication/pub.1063730839,0,
